candidate_id,ministry_code,field_name,sector_name,program_code,fiscal_year,account_type,performance_program_name,priority_tier,priority_reason,account_original_budget,fiscal_impact_within_ministry,performance_gap,execution_management,budget_performance_mismatch,fiscal_impact,scenario,scenario_score,scenario_score_within_ministry,scenario_rank_min,scenario_rank_average,scenario_rank_max,scenario_rank_percentile,scenario_rank_min_within_ministry,scenario_rank_average_within_ministry,scenario_rank_max_within_ministry,scenario_rank_percentile_within_ministry,scenario_weights
019:2023:사회복지:노동:3000:FUND,019,사회복지,노동,3000,2023,FUND,근로조건보호및복지증진,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,1029040000000,0.5789473684210527,0.0,0.015183083262069502,0.00539531990981886,0.8115942028985508,execution_focus,0.0898300259028536,0.06656534245510379,165,165.0,165,0.20772946859903385,34,34.0,34,0.10810810810810811,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2023:사회복지:기초생활보장:1100:GENERAL_ACCOUNT,075,사회복지,기초생활보장,1100,2023,GENERAL_ACCOUNT,기초생활보장,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,16405912000000,0.9487179487179487,1.0,1.2190727342679882e-07,0.013875851583258523,0.9855072463768116,execution_focus,0.3013259559079696,0.2976470261420833,35,35.0,35,0.8357487922705313,21,21.0,21,0.7183098591549295,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2023:사회복지:아동·보육:3100:GENERAL_ACCOUNT,075,사회복지,아동·보육,3100,2023,GENERAL_ACCOUNT,보육지원강화,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,6678017000000,0.8974358974358975,0.5,0.0003485316075116311,0.12140235641808039,0.9565217391304348,execution_focus,0.22010691100041538,0.21419832683096166,70,70.0,70,0.6666666666666667,35,35.0,35,0.5211267605633803,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
019:2023:사회복지:노동:4100:FUND,019,사회복지,노동,4100,2023,FUND,산업재해예방,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,1198698000000,0.6842105263157895,0.3333333333333333,0.0,0.0024590569656966696,0.8333333333333334,execution_focus,0.15049181139313933,0.13557953069138495,110,110.0,110,0.47342995169082125,21,21.0,21,0.45945945945945943,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
162:2023:통신:우정:5100:SPECIAL_ACCOUNT,162,통신,우정,5100,2023,SPECIAL_ACCOUNT,우정서비스,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,1982736000000,0.9827586206896551,0.5,0.0,0.05734575858813276,0.8840579710144928,execution_focus,0.19987494881907586,0.2097450137865921,75,75.0,75,0.642512077294686,9,9.0,9,0.8596491228070176,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
162:2023:통신:정보통신:2000:FUND,162,통신,정보통신,2000,2023,FUND,인터넷융합산업,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,159344000000,0.7241379310344828,0.5,0.0,0.04079224821769254,0.5652173913043478,execution_focus,0.1646801887739733,0.1805722427469868,98,98.0,98,0.5314009661835748,15,15.0,15,0.7543859649122807,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
162:2023:통신:정보통신:2000:GENERAL_ACCOUNT,162,통신,정보통신,2000,2023,GENERAL_ACCOUNT,인터넷융합산업,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,100556000000,0.6206896551724138,0.5,0.0,0.03977882970683003,0.4927536231884058,execution_focus,0.15723112826020658,0.1700247314586074,105,105.0,105,0.4975845410628019,19,19.0,19,0.6842105263157895,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
162:2023:통신:정보통신:2000:SPECIAL_ACCOUNT,162,통신,정보통신,2000,2023,SPECIAL_ACCOUNT,인터넷융합산업,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,75094000000,0.5344827586206896,0.5,0.0,0.059259061975657175,0.43478260869565216,execution_focus,0.15533007326469667,0.1653000882572004,108,108.0,108,0.48309178743961356,20,20.0,20,0.6666666666666667,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
019:2023:사회복지:고용:1400:FUND,019,사회복지,고용,1400,2023,FUND,장애인고용증진,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,793474000000,0.47368421052631576,0.0,0.0028999059830567856,0.0003831253450018526,0.782608695652174,execution_focus,0.07978744762574616,0.048894999113160344,176,176.0,176,0.15458937198067635,38,38.0,38,0.0,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2023:사회복지:취약계층지원:1500:FUND,075,사회복지,취약계층지원,1500,2023,FUND,장애인생활안정 및 재활 지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,7224000000,0.10256410256410256,0.5,0.0,0.2768549280177187,0.10144927536231885,execution_focus,0.16551591313977565,0.165627395859954,96,96.0,96,0.5410628019323671,45,45.0,45,0.3802816901408451,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2023:사회복지:취약계층지원:1500:GENERAL_ACCOUNT,075,사회복지,취약계층지원,1500,2023,GENERAL_ACCOUNT,장애인생활안정 및 재활 지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,4532450000000,0.8717948717948718,0.5,0.0,6.905757371840837e-05,0.9492753623188406,execution_focus,0.19494134774662775,0.18719329869423088,79,79.0,79,0.6231884057971014,38,38.0,38,0.47887323943661975,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2023:사회복지:아동·보육:2500:FUND,075,사회복지,아동·보육,2500,2023,FUND,저출산대응및인구정책지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,19906000000,0.2564102564102564,1.0,0.33648146287551495,0.0,0.2028985507246377,execution_focus,0.38853058651022127,0.39388175707878315,27,27.0,27,0.8743961352657005,17,17.0,17,0.7746478873239436,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2023:사회복지:아동·보육:2500:GENERAL_ACCOUNT,075,사회복지,아동·보육,2500,2023,GENERAL_ACCOUNT,저출산대응및인구정책지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,2625301000000,0.8461538461538461,1.0,0.0010497843866284285,0.0,0.9202898550724637,execution_focus,0.2925538777005606,0.2851402768086989,43,43.0,43,0.7971014492753623,22,22.0,22,0.704225352112676,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
102:2023:산업·중소기업및에너지:중소기업및소상공인육성:2100:GENERAL_ACCOUNT,102,산업·중소기업및에너지,중소기업및소상공인육성,2100,2023,GENERAL_ACCOUNT,중소기업기술개발지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,1481056000000,0.8636363636363636,1.0,0.0,0.0038708867186656006,0.855072463768116,execution_focus,0.2862814237205447,0.28713781370736946,44,44.0,44,0.7922705314009661,5,5.0,5,0.8974358974358975,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
102:2023:산업·중소기업및에너지:중소기업및소상공인육성:2100:SPECIAL_ACCOUNT,102,산업·중소기업및에너지,중소기업및소상공인육성,2100,2023,SPECIAL_ACCOUNT,중소기업기술개발지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,271720000000,0.6363636363636364,1.0,0.0,0.05712866185779479,0.6739130434782609,execution_focus,0.27881703671938507,0.27506209600792264,52,52.0,52,0.7536231884057971,7,7.0,7,0.8461538461538461,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
019:2023:사회복지:고용:1100:FUND,019,사회복지,고용,1100,2023,FUND,직업능력개발,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,1894749000000,0.7368421052631579,1.0,0.5,0.0,0.8695652173913043,execution_focus,0.5369565217391304,0.5236842105263158,10,10.0,10,0.9565217391304348,5,5.0,5,0.8918918918918919,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
019:2024:사회복지:고용:1000:FUND,019,사회복지,고용,1000,2024,FUND,고용창출,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,338823000000,0.42105263157894735,0.0,0.5,0.48726326134884584,0.7226277372262774,execution_focus,0.4197154259923969,0.38955791542766394,25,25.0,25,0.8840579710144928,7,7.0,7,0.8378378378378378,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
019:2024:사회복지:고용:1000:GENERAL_ACCOUNT,019,사회복지,고용,1000,2024,GENERAL_ACCOUNT,고용창출,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,1531584000000,0.7368421052631579,0.0,0.5,0.10697878797375789,0.8467153284671532,execution_focus,0.3560672904414669,0.34507996812106734,29,29.0,29,0.8647342995169083,8,8.0,8,0.8108108108108107,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2024:보건:보건의료:2700:GENERAL_ACCOUNT,075,보건,보건의료,2700,2024,GENERAL_ACCOUNT,공공보건의료확충,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,177230000000,0.48717948717948717,0.0,0.010082943068329289,0.07310274784178751,0.6131386861313869,execution_focus,0.08097588971566085,0.06837996982047087,172,172.0,172,0.17391304347826086,68,68.0,68,0.05633802816901412,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2024:보건:보건의료:4100:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4100,2024,RESPONSIBLE_OPERATION_ACCOUNT,국립공주병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,5855000000,0.02564102564102564,1.0,1.0,0.0,0.08759124087591241,execution_focus,0.7087591240875912,0.7025641025641025,2,2.0,2,0.9951690821256038,3,3.0,3,0.971830985915493,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2024:보건:보건의료:3800:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3800,2024,RESPONSIBLE_OPERATION_ACCOUNT,국립나주병원,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;PROGRAM_STRUCTURE_CONTEXT,7044000000,0.1282051282051282,0.0,0.5,0.008375922771152754,0.11678832116788321,execution_focus,0.2633540166710189,0.2644956973747434,60,60.0,60,0.7149758454106281,29,29.0,29,0.6056338028169015,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2024:사회복지:취약계층지원:1800:RESPONSIBLE_OPERATION_ACCOUNT,075,사회복지,취약계층지원,1800,2024,RESPONSIBLE_OPERATION_ACCOUNT,국립재활원,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,30746000000,0.3333333333333333,0.0,1.0,0.007285500552917453,0.26277372262773724,execution_focus,0.5277344723733572,0.5347904334439169,12,12.0,12,0.9468599033816425,5,5.0,5,0.9436619718309859,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
162:2024:과학기술:과학기술인력및문화:2200:RESPONSIBLE_OPERATION_ACCOUNT,162,과학기술,과학기술인력및문화,2200,2024,RESPONSIBLE_OPERATION_ACCOUNT,국립중앙과학관운영,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,11925000000,0.1864406779661017,1.0,0.5,0.0,0.1678832116788321,execution_focus,0.4667883211678832,0.46864406779661016,18,18.0,18,0.9178743961352657,3,3.0,3,0.9649122807017544,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2024:보건:보건의료:3300:GENERAL_ACCOUNT,075,보건,보건의료,3300,2024,GENERAL_ACCOUNT,국민건강생활실천,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,231439000000,0.5897435897435898,1.0,0.025533725949386233,0.0,0.6642335766423357,execution_focus,0.27919022063892673,0.27174122194905215,50,50.0,50,0.7632850241545894,26,26.0,26,0.647887323943662,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2024:보건:보건의료:4500:GENERAL_ACCOUNT,075,보건,보건의료,4500,2024,GENERAL_ACCOUNT,소록도병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,9529000000,0.20512820512820512,1.0,0.5,0.0,0.1386861313868613,execution_focus,0.46386861313868616,0.4705128205128205,19,19.0,19,0.9130434782608696,11,11.0,11,0.8591549295774648,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
162:2024:통신:우정:5100:SPECIAL_ACCOUNT,162,통신,우정,5100,2024,SPECIAL_ACCOUNT,우정서비스,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,1957179000000,0.9661016949152542,0.0,0.08081836152952795,0.08217184018426521,0.8832116788321168,execution_focus,0.14516471668482872,0.15345371829314247,114,114.0,114,0.45410628019323673,22,22.0,22,0.631578947368421,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
162:2024:과학기술:과학기술연구개발:1400:GENERAL_ACCOUNT,162,과학기술,과학기술연구개발,1400,2024,GENERAL_ACCOUNT,원자력 진흥,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,51780000000,0.423728813559322,0.0,0.014484356894553883,0.010428736964078795,0.36496350364963503,execution_focus,0.045824276205056205,0.0517008071960249,203,203.0,203,0.024154589371980673,54,54.0,54,0.07017543859649122,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2024:사회복지:취약계층지원:1500:GENERAL_ACCOUNT,075,사회복지,취약계층지원,1500,2024,GENERAL_ACCOUNT,장애인생활안정 및 재활 지원,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,5025066000000,0.8717948717948718,0.0,3.8208453381507824e-05,3.2437384902009246e-05,0.948905109489051,execution_focus,0.09491610265257626,0.08720507888315834,157,157.0,157,0.24637681159420288,62,62.0,62,0.14084507042253525,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
162:2024:통신:방송통신:2500:FUND,162,통신,방송통신,2500,2024,FUND,전파활용방송서비스산업,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,21614000000,0.2711864406779661,0.0,0.2671185342833349,0.04770056444896826,0.22627737226277372,execution_focus,0.16572711725773845,0.17021802409925768,94,94.0,94,0.5507246376811594,18,18.0,18,0.7017543859649122,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
162:2024:통신:방송통신:2500:GENERAL_ACCOUNT,162,통신,방송통신,2500,2024,GENERAL_ACCOUNT,전파활용방송서비스산업,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,52205000000,0.4406779661016949,0.0,0.02088880375442965,0.03945982185614405,0.3722627737226277,execution_focus,0.05556264362070641,0.06240416285861313,195,195.0,195,0.0628019323671497,49,49.0,49,0.1578947368421053,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
162:2024:통신:정보통신:2100:FUND,162,통신,정보통신,2100,2024,FUND,정보통신융합산업,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,519479000000,0.9322033898305084,0.0,0.17707549294581687,0.0034650101351546454,0.7737226277372263,execution_focus,0.166603011273662,0.18245108748299022,93,93.0,93,0.5555555555555556,13,13.0,13,0.7894736842105263,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
102:2024:산업·중소기업및에너지:중소기업및소상공인육성:5400:FUND,102,산업·중소기업및에너지,중소기업및소상공인육성,5400,2024,FUND,중소기업인력지원,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,35542000000,0.25,0.0,0.19118226323785945,0.004670530639806427,0.2773722627737226,execution_focus,0.12426246402426327,0.121525237746891,129,129.0,129,0.3816425120772947,26,26.0,26,0.3589743589743589,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
019:2024:사회복지:고용:1100:FUND,019,사회복지,고용,1100,2024,FUND,직업능력개발,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,1628382000000,0.7894736842105263,1.0,0.5,0.0,0.8613138686131386,execution_focus,0.5361313868613139,0.5289473684210526,11,11.0,11,0.9516908212560387,4,4.0,4,0.9189189189189189,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
019:2024:사회복지:고용:1100:GENERAL_ACCOUNT,019,사회복지,고용,1100,2024,GENERAL_ACCOUNT,직업능력개발,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,932436000000,0.5789473684210527,1.0,0.00986341153709209,0.0,0.8102189781021898,execution_focus,0.28595360357876504,0.2628264426106513,45,45.0,45,0.78743961352657,15,15.0,15,0.6216216216216216,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
019:2024:사회복지:고용:1100:SPECIAL_ACCOUNT,019,사회복지,고용,1100,2024,SPECIAL_ACCOUNT,직업능력개발,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,411057000000,0.47368421052631576,1.0,0.04922188406960592,0.0,0.7518248175182481,execution_focus,0.29979342378662777,0.27197936308743453,37,37.0,37,0.8260869565217391,13,13.0,13,0.6756756756756757,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
019:2022:사회복지:고용:1000:FUND,019,사회복지,고용,1000,2022,FUND,고용창출,STRONG_SINGLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT,2891133000000,0.8666666666666667,0.0,1.0,0.0,0.9140625,execution_focus,0.59140625,0.5866666666666667,8,8.0,8,0.966183574879227,3,3.0,3,0.9459459459459459,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2022:보건:보건의료:3900:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3900,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립부곡병원,STRONG_SINGLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,7512000000,0.11428571428571428,0.0,1.0,0.0,0.1015625,execution_focus,0.51015625,0.5114285714285715,16,16.0,16,0.927536231884058,8,8.0,8,0.9014084507042254,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2023:보건:보건의료:3900:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3900,2023,RESPONSIBLE_OPERATION_ACCOUNT,국립부곡병원,STRONG_SINGLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,7677000000,0.15384615384615385,0.0,1.0,0.0,0.11594202898550725,execution_focus,0.5115942028985507,0.5153846153846153,14,14.0,14,0.9371980676328502,6,6.5,7,0.9225352112676056,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2024:보건:보건의료:4000:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4000,2024,RESPONSIBLE_OPERATION_ACCOUNT,국립춘천병원,STRONG_SINGLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT,6864000000,0.10256410256410256,0.0,1.0,0.0,0.10948905109489052,execution_focus,0.5109489051094891,0.5102564102564102,15,15.0,15,0.9323671497584541,9,9.0,9,0.8873239436619719,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
162:2024:과학기술:과학기술연구개발:1200:SPECIAL_ACCOUNT,162,과학기술,과학기술연구개발,1200,2024,SPECIAL_ACCOUNT,기초연구진흥,STRONG_SINGLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,53000000000,0.4745762711864407,0.0,1.0,0.0,0.38686131386861317,execution_focus,0.5386861313868613,0.547457627118644,9,9.0,9,0.961352657004831,2,2.0,2,0.9824561403508771,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2024:사회복지:취약계층지원:1900:GENERAL_ACCOUNT,075,사회복지,취약계층지원,1900,2024,GENERAL_ACCOUNT,노숙인의사상자지원,STRONG_SINGLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,7136000000,0.15384615384615385,0.0,1.0,0.0,0.12408759124087591,execution_focus,0.5124087591240876,0.5153846153846153,13,13.0,13,0.9420289855072463,6,6.5,7,0.9225352112676056,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2022:보건:건강보험:4900:FUND,075,보건,건강보험,4900,2022,FUND,건강보험제도 운영,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET;PROGRAM_STRUCTURE_CONTEXT,1814940000000,0.7428571428571429,0.5,0.0,0.0,0.8515625,execution_focus,0.18515625000000002,0.17428571428571432,83,83.0,83,0.6038647342995169,42,42.0,42,0.4225352112676056,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
075:2022:보건:건강보험:4900:GENERAL_ACCOUNT,075,보건,건강보험,4900,2022,GENERAL_ACCOUNT,건강보험제도 운영,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET;PROGRAM_STRUCTURE_CONTEXT,10109249000000,0.9142857142857143,0.5,0.0,0.0,0.9609375,execution_focus,0.19609375,0.19142857142857145,77,77.0,77,0.6328502415458936,37,37.0,37,0.49295774647887325,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
019:2022:사회복지:고용:1200:FUND,019,사회복지,고용,1200,2022,FUND,고용안전망확충,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET;PROGRAM_STRUCTURE_CONTEXT,11775073000000,1.0,1.0,0.0,0.0,0.96875,execution_focus,0.296875,0.30000000000000004,38,38.0,38,0.821256038647343,11,11.0,11,0.7297297297297297,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
019:2022:사회복지:고용:1000:GENERAL_ACCOUNT,019,사회복지,고용,1000,2022,GENERAL_ACCOUNT,고용창출,MODERATE_OR_CONTEXT_REVIEW,EXECUTION_MANAGEMENT,2206587000000,0.7333333333333333,0.0,0.5,0.0,0.8828125,execution_focus,0.33828125,0.3233333333333333,30,30.0,30,0.8599033816425121,9,9.0,9,0.7837837837837838,"{""budget_performance_mismatch"": 0.2, ""execution_management"": 0.5, ""fiscal_impact"": 0.1, ""performance_gap"": 0.2}"
